what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344527702404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344527716220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344527723166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344527737162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344527741464
activated,view,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms.views.LogCatView",1344527754890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344527802243
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1344527802277
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344527804863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344527930743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344527934378
activated,view,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms.views.LogCatView",1344527956045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344528006147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344528006182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344528020144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344528159832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344528474823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344546812923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344546824082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344546830863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344546858519
